matrícula,nome,idade,renda,cor,sexo,ano_curso,escola,curso,logradouro,numero,bairro,cidade,uf,cep,motivação,porcentagem_concluida_curso,coordenadas_long_lat,distrito,distancia_ate_puc
RA55000467,Degazito Baião,22,4473.3,branca,masculino,5,privada,administração,Avenida Nove de Julho,506,Jardim Paulista,São Paulo,SP,01406-901,0,1.25,"-46.6558998, -23.5619007",BELA VISTA,3081.8198051318213
RA55000468,Naimi Bingre,22,3910.31,branca,feminino,3,privada,design,Avenida Iraí,894,Indianópolis,São Paulo,SP,04082-907,1,1.0,"-46.65991990000001, -23.6134141",MOEMA,8480.416947238806
RA55000469,Reinado Varejão Guerra Maior,45,5635.58,branca,masculino,4,pública,direito,Avenida Onze de Junho,571,Vila Clementino,São Paulo,SP,04041-002,1,0.8,"-46.6423513, -23.6017143",SAUDE,7683.834383500195
RA55000470,Erino Sá Sesimbra Taborda,33,3785.23,branca,masculino,2,pública,ciência da computação,Travessa Cinco de Janeiro,924,Jardim São Savério,São Paulo,SP,04194-345,0,0.5,"-46.6089478, -23.6522671",SACOMA,14232.437721644157
RA55000471,Elissandro Mamouros Camargo,31,3905.78,preta,masculino,2,privada,administração,Rua Ruiva,987,Brasilândia,São Paulo,SP,02844-110,0,0.5,"-46.6878464, -23.4695049",BRASILANDIA,7833.658377568608
RA55000472,Ueder Cabeça De Vaca Hilário Carvalheiro,42,4888.24,branca,masculino,1,privada,direito,Rua São Marun,19,Chácara Itaim,São Paulo,SP,04543-017,1,0.2,"-46.6883533, -23.5892009",ITAIM BIBI,5964.715705014064
RA55000473,Adroaldo Portugal Félix Couceiro,33,3785.23,branca,masculino,2,pública,direito,Avenida Onze de Junho,571,Vila Clementino,São Paulo,SP,04041-002,1,0.4,"-46.6423513, -23.6017143",SAUDE,7683.834383500195
RA55000474,Aman Valcanaia,28,7932.96,branca,masculino,1,privada,ciência de dados,Rua H,161,Jardim Mar Lune,São Paulo,SP,04874-120,0,0.2857142857142857,"-46.59432590000001, -23.6324654",SACOMA,13129.785018170978
RA55000475,Netali Murtinho,50,9574.78,preta,feminino,3,privada,administração,Rua Caetano Pinto,235,Brás,São Paulo,SP,03041-000,0,0.75,"-46.621499, -23.5481405",BRAS,5196.197088487396
RA55000476,Rosauro Minho Santiago Figueiró,31,9152.74,branca,masculino,3,privada,engenharia biomédica,Praça Rei,355,Vila Santa Cruz,São Paulo,SP,05220-020,1,0.6,"-46.63161179999999, -23.5473139",SE,4170.200234441046
RA55000477,Iane Hilário Camilo,38,11104.4,branca,feminino,4,pública,administração,Rua Marechal Malet,170,Parque da Vila Prudente,São Paulo,SP,03140-020,1,1.0,"-46.5801547, -23.5887309",VILA PRUDENTE,10876.6014407692
RA55000478,Balbino Rua Carreira,50,8820.79,branca,masculino,2,privada,história,Praça Marechal Deodoro,187,Santa Cecília,São Paulo,SP,01150-010,1,0.5,"-46.6547291, -23.5348011",SANTA CECILIA,1719.4579500156503
RA55000479,Magnilson Freire,28,6859.97,branca,masculino,2,pública,medicina,Rua Monsenhor Salim,959,Itaim Paulista,São Paulo,SP,08111-180,1,0.3333333333333333,"-46.3795467, -23.4951311",ITAIM PAULISTA,30166.617988947506
RA55000480,Gislaina Couto Quaresma Dantas,38,7272.44,preta,feminino,4,pública,direito,Rua Rio Maruí,679,Itaquera,São Paulo,SP,08215-640,1,0.8,"-46.4437759, -23.5492029",JOSE BONIFACIO,23253.443137277274
RA55000481,Erivaneide Viana,46,9709.99,branca,feminino,1,privada,engenharia biomédica,Rua Vinte e Seis de Abril,307,Vila Esperança,São Paulo,SP,03651-020,1,0.2,"-46.5185714, -23.5236442",PENHA,15667.137163295749
RA55000482,Osmani Bulhões,36,6854.54,branca,masculino,2,privada,história,Rua Pedro Lembi,593,Vila Maria Baixa,São Paulo,SP,02110-020,1,0.5,"-46.5974888, -23.5199911",VILA GUILHERME,7791.0006339382635
RA55000483,Marleno Pinheiro Afonso Cerqueira,28,11683.93,branca,masculino,5,pública,engenharia biomédica,Praça Rui Corá,586,Vila Matilde,São Paulo,SP,03517-035,0,1.0,"-46.532438, -23.5399072",VILA MATILDE,14169.07530005515
RA55000484,Geniplo Madruga Aranha,46,6688.02,branca,masculino,4,privada,ciência da computação,Rua Major João Nunes,800,Jardim São Paulo(Zona Norte),São Paulo,SP,02046-070,0,1.0,"-46.6109608, -23.4925579",VILA GUILHERME,7974.241260093359
RA55000485,Evelise Sodré Cirne Borba,45,6434.57,branca,feminino,1,privada,filosofia,Rua Marechal Marques Porto,22,Jardim Caguassu,São Paulo,SP,03906-020,0,0.3333333333333333,"-46.5105097, -23.5800618",ARICANDUVA,17060.153473071245
RA55000486,Micaele Paiva Franca Faria,36,12089.5,branca,feminino,2,privada,engenharia biomédica,Avenida Marechal Tito,891,Jardim Silva Teles,São Paulo,SP,08160-495,0,0.4,"-46.4371255, -23.4950325",SAO MIGUEL,24380.81834773196
RA55000487,Evaldecir Veleda Conde Magalhães,42,7159.23,branca,masculino,1,privada,filosofia,Rua Vinte e Dois de Abril,329,Lajeado,São Paulo,SP,08450-420,1,0.3333333333333333,"-46.3993909, -23.5444124",LAJEADO,27761.759421900246
RA55000488,Jeinifer Junqueira Nobre,49,8326.35,branca,feminino,2,privada,engenharia biomédica,Rua São Marcos,547,Chácara Gaivotas,São Paulo,SP,04849-314,0,0.4,"-46.6653668, -23.7370211",GRAJAU,22194.35487866624
RA55000489,Ulises Lameirinhas,38,8246.43,preta,masculino,2,pública,filosofia,Rua Aracy de Almeida,997,Jardim Indaiá,São Paulo,SP,08143-010,0,0.6666666666666666,"-46.3941612, -23.5157961",ITAIM PAULISTA,28398.341028169827
RA55000490,Adam Prudente,29,6177.42,branca,masculino,1,pública,ciência da computação,Rua Pedro Lembi,593,Vila Maria Baixa,São Paulo,SP,02110-020,1,0.25,"-46.5974888, -23.5199911",VILA GUILHERME,7791.0006339382635
RA55000491,Irlen Paulos Pescada,45,10949.53,branca,feminino,5,privada,filosofia,Avenida Valle,752,Parque Paulistano,São Paulo,SP,08081-070,0,1.6666666666666667,"-46.4220155, -23.491066",JD HELENA,25981.540567125587
RA55000492,Elizabeth Jamandas Lessa Tristão,36,13499.49,branca,feminino,1,privada,filosofia,Rua Pedro Barbosa,194,Jardim Marília,São Paulo,SP,03579-130,0,0.3333333333333333,"-46.4977275, -23.5634666",CID LIDER,17935.70415310842
RA55000493,Heidi Castro,40,12437.29,branca,feminino,3,privada,história,Rua São João,461,Cidade de Deus,São Paulo,SP,08081-655,1,0.75,"-46.7702204, -23.5479451",JAGUARE,10171.923977432345
RA55000494,Betuel Chaves Letras,36,17680.45,branca,masculino,5,privada,ciência da computação,Rua Rainha-do-Bosque,864,Vila Santa Inês,São Paulo,SP,03812-030,0,1.25,"-46.4662972, -23.4939114",VILA JACUI,21496.262476632328
RA55000495,Issao Palha Pescada,30,13753.8,preta,masculino,5,privada,direito,Rua Marechal Deodoro,565,Santo Amaro,São Paulo,SP,04738-900,0,1.0,"-46.6961782, -23.6408194",SANTO AMARO,11738.05059892166
RA55000496,Emanuelly Negromonte,46,15074.95,preta,feminino,1,privada,filosofia,Rua Sargento Agostinho Ferreira,927,Vila Maria,São Paulo,SP,02129-001,0,0.3333333333333333,"-46.58596410000001, -23.5038666",VILA MARIA,9502.126652967654
RA55000497,Macalister Ruas Paredes Sintra,38,701726.52,branca,masculino,3,privada,ciência da computação,Rua Marechal Silva Fonseca,104,Jardim Três Marias,São Paulo,SP,03676-030,0,0.75,"-46.4927623, -23.5171327",PONTE RASA,18369.266017103844
RA55000498,Leviston Vilaverde Borba,37,945542.0,branca,masculino,3,privada,ciência de dados,Rua Treze de Maio,267,Bela Vista,São Paulo,SP,01327-905,0,0.8571428571428571,"-46.6465295, -23.5560671",BELA VISTA,3219.5596487813123
RA55000499,Gerlani Albernaz Garcez,29,606764.31,branca,feminino,2,privada,administração,Rua Sete de Abril,787,Centro,São Paulo,SP,01044-902,1,0.5,"-46.64274040000001, -23.5442654",REPUBLICA,2985.495979922253
RA55000500,Nildivan Boga Carvalhoso Carmona,41,730311.62,branca,masculino,1,privada,ciência da computação,Rua João Paulo,132,Piqueri,São Paulo,SP,02913-080,1,0.25,"-46.7133141, -23.501929",PIRITUBA,5895.779866640157
